Lipid_name,Num_tails,Num_carbon_in_tail,MolWt
A7C4B10,2,10.0,806.3589999999992
A7C1B10,2,10.0,722.1969999999997
A7C2B10,2,10.0,750.2509999999995
A7C3B10,2,10.0,778.3049999999994
A4C5B10,2,10.0,776.3329999999994
A4C4B10,2,10.0,778.3489999999994
A4C1B10,2,10.0,694.1869999999997
A4C2B10,2,10.0,722.2409999999995
A4C3B10,2,10.0,750.2949999999994
A11C5B10,2,10.0,762.2619999999994
A11C4B10,2,10.0,764.2779999999995
A11C1B10,2,10.0,680.1159999999996
A11C2B10,2,10.0,708.1699999999995
A11C3B10,2,10.0,736.2239999999994
A12C5B10,2,10.0,774.3169999999993
A12C4B10,2,10.0,776.3329999999994
A12C1B10,2,10.0,692.1709999999996
A12C2B10,2,10.0,720.2249999999995
A12C3B10,2,10.0,748.2789999999993
A14C5B10,2,10.0,743.2189999999993
A14C4B10,2,10.0,745.2349999999997
A14C1B10,2,10.0,661.0729999999995
A14C2B10,2,10.0,689.1269999999994
A14C3B10,2,10.0,717.1809999999992
A9C5B10,2,10.0,771.2729999999992
A9C4B10,2,10.0,773.2889999999995
A9C1B10,2,10.0,689.1269999999995
A9C2B10,2,10.0,717.1809999999994
A9C3B10,2,10.0,745.2349999999992
A13C5B10,2,10.0,760.2899999999994
A13C4B10,2,10.0,762.3059999999994
A13C1B10,2,10.0,678.1439999999997
A13C2B10,2,10.0,706.1979999999995
A13C3B10,2,10.0,734.2519999999994
A5C5B10,2,10.0,806.3629999999994
A5C4B10,2,10.0,808.3789999999991
A5C1B10,2,10.0,724.2169999999996
A5C2B10,2,10.0,752.2709999999995
A5C3B10,2,10.0,780.3249999999994
A10C5B10,2,10.0,774.3169999999994
A10C4B10,2,10.0,776.3329999999993
A10C1B10,2,10.0,692.1709999999997
A10C2B10,2,10.0,720.2249999999996
A10C3B10,2,10.0,748.2789999999994
A15C5B10,2,10.0,788.3439999999994
A15C4B10,2,10.0,790.3599999999992
A15C1B10,2,10.0,706.1979999999996
