Lipid_name,Num_tails,Num_carbon_in_tail,MolWt,num_unsaturated_cc_bonds,num_protonatable_nitrogens
A103_C14,2,14,685.0879999999996,0,2
A10_C14,2,14,611.993,0,1
A11_C14,2,14,626.02,0,1
A229_C14,2,14,695.1269999999997,0,2
A31_C14,2,14,642.0189999999999,0,1
A159_C14,4,14,1221.969999999999,0,2
A160_C14,4,14,1266.0229999999988,0,2
A152_C14,3,14,934.529999999999,0,3
A126_C14,3,14,891.460999999999,0,2
A128_C14,3,14,905.4879999999988,0,2
A139_C14,2,14,779.2929999999993,0,4
A135_C14,3,14,976.6109999999986,0,3
A140_C14,4,14,1288.120999999999,0,4
A138_C14,4,14,1274.093999999999,0,4
A137_C14,4,14,1260.066999999999,0,4
A130_C14,2,14,637.0470000000001,0,2
A133_C14,2,14,699.1180000000002,0,2
A366_C14,4,14,1215.9699999999991,0,4
A129_C14,2,14,623.0200000000001,0,2
A136_C14,4,14,1246.0399999999993,0,4
A141_C14,3,14,978.5829999999986,0,3
A383_C13,3,13,975.5379999999986,0,2
A342_C13,3,13,885.4129999999988,0,2
A172_C13,2,13,653.0899999999999,0,2
A218_C13,2,13,696.1589999999995,0,3
A96_C13,3,13,851.3959999999992,0,2
A60_C13,2,13,596.9820000000002,0,2
A95_C13,3,13,837.3689999999992,0,2
A304_C13,3,13,951.5609999999988,0,4
A68_C13,2,13,641.0349999999999,0,2
A69_C13,2,13,685.0879999999996,0,2
A397_C13,2,13,845.2659999999994,0,2
A217_C13,5,13,1403.2929999999994,0,3
A64_C13,2,13,639.063,0,2
A61_C13,2,13,625.0360000000001,0,2
A124_C13,3,13,851.3959999999992,0,2
A393_C13,4,13,1229.9519999999998,0,2
A191_C13,2,13,626.0200000000004,0,1
A116_C13,4,13,1131.847999999999,0,2
A142_C13,4,13,1131.847999999999,0,2
A117_C13,4,13,1131.847999999999,0,2
A233_C13,2,13,637.0030000000003,0,1
A178_C13,2,13,581.9670000000004,0,1
A180_C13,2,13,595.9940000000004,0,1
A187_C13,2,13,638.0750000000003,0,1
A26_C13,2,13,613.9650000000005,0,1
A177_C13,2,13,567.9400000000005,0,1
A183_C13,2,13,595.9940000000005,0,1
A327_C13,2,13,644.0380000000005,0,1
A182_C13,2,13,581.9670000000004,0,1
A184_C13,2,13,595.9940000000004,0,1
A190_C13,2,13,583.9390000000005,0,1
A394_C13,2,13,768.1800000000005,0,1
A384_C13,2,13,692.0820000000006,0,1
A179_C13,2,13,595.9940000000004,0,1
A197_C13,2,13,629.9640000000005,0,1
A194_C13,2,13,626.0200000000004,0,1
A21_C13,2,13,583.9390000000005,0,1
A310_C13,2,13,637.0470000000001,0,2
A311_C13,2,13,637.0470000000001,0,2
A318_C13,2,13,660.0810000000001,0,1
A395_C13,2,13,830.2510000000004,0,1
A344_C13,4,13,1181.9079999999988,0,2
A380_C13,4,13,1258.005999999999,0,2
