IL_SMILES,Experiment_value,IL_molratio,HL_molratio,CHL_molratio,PEG_molratio,IL_to_nucleicacid_massratio,molwtlog1p,Nitrogen.Count,Rotatable.Bonds,LogP,Fraction.sp3.Carbons,Topological.Polar.Surface.Area,Hydrogen.Bond.Donors,Hydrogen.Bond.Acceptors,Heavy.Atoms,van.der.Waals.Molecular.Volume,Molar.Refractivity,has_ester,has_carbonate,has_disulfide,Cargo_type_FLuc,Cargo_type_GFP,Model_type_A549,Model_type_BeWo_b30,Model_type_DC2.4,Model_type_HEK293T,Model_type_HeLa,Model_type_HepG2,Model_type_IGROV1,Model_type_RAW264.7,HL_name_14PA,HL_name_18PG,HL_name_DDAB,HL_name_DOPE,HL_name_DOTAP,HL_name_DSPC,HL_name_MDOA,num_permanent_cationic_N,formal_net_charge,Dose_ug_nucleicacid,Sample_weight
CC(CSCCc1ccccc1)C(=O)OCCOC(=O)CCN(CCCN(CCC(=O)OCCOC(=O)C(C)CSCCc1ccccc1)CCC(=O)OCCOC(=O)C(C)CSCCc1ccccc1)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCc1ccccc1)CCC(=O)OCCOC(=O)C(C)CSCCc1ccccc1,0.768345525,50.0,38.0,10.0,2.0,13.10791729,7.464138992244019,3,68,13.1151,0.56043956,272.72,0,28,119,1741.761648,474.404,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCCCCCCCCN(CCC(=O)OCCOC(=O)C(C)CSCCc1ccccc1)CCC(=O)OCCOC(=O)C(C)CSCCc1ccccc1,0.768345525,50.0,38.0,10.0,2.0,6.664022556,6.788200048916478,1,39,10.9467,0.68,108.44,0,11,61,885.5247105,253.092,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCCCCCCCCCCN(CCC(=O)OCCOC(=O)C(C)CSCCc1ccccc1)CCC(=O)OCCOC(=O)C(C)CSCCc1ccccc1,0.768345525,50.0,38.0,10.0,2.0,6.874954887,6.819327262669051,1,41,11.7269,0.692307692,108.44,0,11,63,913.5560106,262.326,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCCCCCCCCCCN(CCC(=O)OCCOC(=O)C(C)CSCCC(=O)[O-])CCC(=O)OCCOC(=O)C(C)CSCCC(=O)[O-],0.768345525,50.0,38.0,10.0,2.0,6.392413534,6.744265289923306,1,41,5.521500000000007,0.857142857,188.7,0,15,57,847.45851593582,221.2819999999991,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-2,0.1,1.0
CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCC(=O)[O-])CCN(CC)CCC(=O)OCCOC(=O)C(C)CSCCCCCC(=O)[O-],0.768345525,50.0,38.0,10.0,2.0,5.872511278,6.659329816475237,2,35,1.942400000000006,0.833333333,191.94,0,16,52,778.3755145838201,197.2259999999993,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-2,0.1,1.0
CC(CSCCCCCC(=O)[O-])C(=O)OCCOC(=O)CCN(C)CCCN(C)CCCN(C)CCC(=O)OCCOC(=O)C(C)CSCCCCCC(=O)[O-],0.768345525,50.0,38.0,10.0,2.0,6.301804511,6.72997220766477,3,38,1.87420000000001,0.846153846,195.17999999999995,0,17,56,835.4333638078201,214.72299999999913,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-2,0.1,1.0
CC(CSCCCCCC(=O)[O-])C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCC(=O)[O-])Cc1ccc(CN(CCC(=O)OCCOC(=O)C(C)CSCCCCCC(=O)[O-])CCC(=O)OCCOC(=O)C(C)CSCCCCCC(=O)[O-])cc1,0.768345525,50.0,38.0,10.0,2.0,11.02157895,7.288133663515064,2,64,3.915000000000011,0.735294118,377.4,0,30,98,1460.5883805276394,362.9920000000015,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-4,0.1,1.0
CCCCCCCCCCCCCCCCCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCC(=O)[O-])CCC(=O)OCCOC(=O)C(C)CSCCCCCC(=O)[O-],0.768345525,50.0,38.0,10.0,2.0,7.025210526,6.838766336058897,1,47,7.862100000000009,0.875,188.7,0,15,63,931.55241631982,248.98399999999887,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-2,0.1,1.0
CC(CSCCCCCCCCCCC(=O)[O-])C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC(=O)[O-])CCN(C)C,0.768345525,50.0,38.0,10.0,2.0,6.716240602,6.79373963777495,2,43,5.063200000000007,0.863636364,191.94,0,16,60,890.5007150958199,234.16199999999895,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-2,0.1,1.0
CC(CSCCCCCCCCCCC(=O)[O-])C(=O)OCCOC(=O)CCN(C)CCCN(C)CCCN(C)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC(=O)[O-],0.768345525,50.0,38.0,10.0,2.0,7.356466165,6.884889846081791,3,48,5.775200000000012,0.87755102,195.17999999999995,0,17,66,975.58986444782,260.89299999999895,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-2,0.1,1.0
CC(CSCCCCCCCCCCC(=O)[O-])C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC(=O)[O-])Cc1ccc(CN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC(=O)[O-])CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC(=O)[O-])cc1,0.768345525,50.0,38.0,10.0,2.0,13.13090226,7.46357988947755,2,84,11.717,0.795454545,377.4,0,30,118,1740.9013818076392,455.3320000000021,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-4,0.1,1.0
CC(CSCCCCCCCCCCC(=O)[O-])C(=O)OCCOC(=O)CCN(CCOCCOCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC(=O)[O-])CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC(=O)[O-])CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC(=O)[O-],0.768345525,50.0,38.0,10.0,2.0,13.22118797,7.47044405473599,2,89,10.050000000000011,0.860465116,395.86,0,32,118,1752.922511175639,452.854000000002,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-4,0.1,1.0
CC(CSCCCCCCCCCCC(=O)[O-])C(=O)OCCOC(=O)CCN(CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC(=O)[O-])CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC(=O)[O-])CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC(=O)[O-])CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC(=O)[O-],0.768345525,50.0,38.0,10.0,2.0,16.12021053,7.66853680865525,3,108,13.205599999999986,0.858490566,473.37,0,38,144,2137.143914323549,556.4740000000023,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-5,0.1,1.0
CC(CSCCCCCCCCCCC(=O)[O-])C(=O)OCCOC(=O)CCN(CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC(=O)[O-])CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC(=O)[O-])CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC(=O)[O-])CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC(=O)[O-],0.768345525,50.0,38.0,10.0,2.0,16.55693233,7.695317693547308,5,112,11.60459999999998,0.861111111,497.4299999999999,2,40,148,2195.1970125155485,572.9794000000022,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-5,0.1,1.0
CC(CSCCCCCCCCCCC(=O)[O-])C(=O)OCCOC(=O)CCN(CCCNCCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC(=O)[O-])CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC(=O)[O-])CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC(=O)[O-])CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC(=O)[O-],0.768345525,50.0,38.0,10.0,2.0,16.54950376,7.694868099494035,4,112,13.185299999999982,0.862385321,485.4,1,39,148,2194.2017635475486,573.9607000000022,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-5,0.1,1.0
CCCCCCCCCCCCCCCCCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC(=O)[O-])CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCC(=O)[O-],0.768345525,50.0,38.0,10.0,2.0,8.07987218,6.978779286315385,1,57,11.763099999999987,0.896551724,188.7,0,15,73,1071.70891695982,295.15399999999966,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-2,0.1,1.0
CCN(CCC(=O)OCCOC(=O)C(C)CSCCO)CCN(CC)CCC(=O)OCCOC(=O)C(C)CSCCO,0.768345525,50.0,38.0,10.0,2.0,4.818511278,6.464373327313168,2,27,1.3064,0.857142857,152.14,2,14,42,640.3063379,164.4476,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCO)C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCO)CCN(CCN(CCC(=O)OCCOC(=O)C(C)CSCCO)CCC(=O)OCCOC(=O)C(C)CSCCO)CCN(CCC(=O)OCCOC(=O)C(C)CSCCO)CCC(=O)OCCOC(=O)C(C)CSCCO,0.768345525,50.0,38.0,10.0,2.0,12.93383459,7.450777000964445,4,75,1.223,0.833333333,449.94,6,40,112,1718.678115,426.4188,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCCCCCCCCN(CCC(=O)OCCOC(=O)C(C)CSCCO)CCC(=O)OCCOC(=O)C(C)CSCCO,0.768345525,50.0,38.0,10.0,2.0,5.760278195,6.642639332106733,1,37,6.4459,0.894736842,148.9,2,13,51,765.4519395,206.9716,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCCCCCCCCN(CCC(=O)OCCOC(=O)C(C)CSCC(O)CO)CCC(=O)OCCOC(=O)C(C)CSCC(O)CO,0.768345525,50.0,38.0,10.0,2.0,6.211796992,6.718009027229878,1,39,5.1677,0.9,189.36,4,15,55,825.4730688,218.9852,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCO)C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCO)CCN1CCCCC1,0.768345525,50.0,38.0,10.0,2.0,5.11975188,6.524922613991306,2,27,2.2307,0.870967742,152.14,2,14,45,680.337638,176.1846,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCO)C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCO)CCN1CCCC1,0.768345525,50.0,38.0,10.0,2.0,5.014285714,6.50413846173159,2,27,1.8406,0.866666667,152.14,2,14,44,666.3219879,171.5676,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCO)C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCO)CCN(C)C,0.768345525,50.0,38.0,10.0,2.0,4.818511278,6.464373327313168,2,27,1.3064,0.857142857,152.14,2,14,42,640.3063379,164.4476,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCN(CCC(=O)OCCOC(=O)C(C)CSCCCO)CCN(CC)CCC(=O)OCCOC(=O)C(C)CSCCCO,0.768345525,50.0,38.0,10.0,2.0,5.029443609,6.507152331390816,2,29,2.0866,0.866666667,152.14,2,14,44,668.337638,173.6816,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCO)C(=O)OCCOC(=O)CCN(C)CCCN(C)CCCN(C)CCC(=O)OCCOC(=O)C(C)CSCCCO,0.768345525,50.0,38.0,10.0,2.0,5.458736842,6.588942983587115,3,32,2.0184,0.878787879,155.38,2,15,48,725.3954872,191.1786,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCO)C(=O)OCCOC(=O)CCN(CCCN1CCN(CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCO)CC1)CCC(=O)OCCOC(=O)C(C)CSCCCO,0.768345525,50.0,38.0,10.0,2.0,9.817639098,7.175295356559075,4,56,2.901,0.862068966,304.28,4,28,86,1304.612676,333.9012,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCO)C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCO)Cc1ccc(CN(CCC(=O)OCCOC(=O)C(C)CSCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCO)cc1,0.768345525,50.0,38.0,10.0,2.0,9.335443609,7.124972504264981,2,52,4.2034,0.75,297.8,4,26,82,1240.512627,315.9032,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCO)C(=O)OCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCO,0.768345525,50.0,38.0,10.0,2.0,9.403503759,7.132230742906814,3,56,3.2152,0.854545455,301.04,4,27,82,1249.570477,318.5182,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCO)C(=O)OCCOC(=O)CCN(CCOCCOCCN(CCC(=O)OCCOC(=O)C(C)CSCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCO,0.768345525,50.0,38.0,10.0,2.0,9.425729323,7.13458961097837,2,57,2.5364,0.851851852,316.26,4,28,82,1252.533757,313.4252,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCO)C(=O)OCCOC(=O)CCN(CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCO)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCO,0.768345525,50.0,38.0,10.0,2.0,11.37588722,7.322505810472835,3,68,3.8136,0.848484848,373.87,5,33,99,1511.657971,382.188,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCO)C(=O)OCCOC(=O)CCN(CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCO)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCO,0.768345525,50.0,38.0,10.0,2.0,11.81260902,7.360152953977859,5,72,2.2126,0.852941176,397.93,7,35,103,1569.711069,398.6934,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCO)C(=O)OCCOC(=O)CCNCCN(CCN(CCC(=O)OCCOC(=O)C(C)CSCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCO)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCO,0.768345525,50.0,38.0,10.0,2.0,11.48878195,7.332374438093268,4,69,2.623,0.848484848,385.9,6,34,100,1526.66887,385.8237,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCO)C(=O)OCCOC(=O)CCN(CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCO)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCO)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCO,0.768345525,50.0,38.0,10.0,2.0,13.89045865,7.522092450117107,5,84,3.1532,0.85,461.97,7,41,121,1845.814214,466.9905,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCO)C(=O)OCCOC(=O)CCN(CCCN(CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCO)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCO,0.768345525,50.0,38.0,10.0,2.0,13.88303008,7.521557799843026,4,84,4.7339,0.851851852,449.94,6,40,121,1844.818965,467.9718,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCO)C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCO)CCN(CCN(CCC(=O)OCCOC(=O)C(C)CSCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCO)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCO,0.768345525,50.0,38.0,10.0,2.0,13.56663158,7.498516404675334,4,81,3.5636,0.846153846,449.94,6,40,118,1802.772015,454.1208,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCCCCN(CCC(=O)OCCOC(=O)C(C)CSCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCO,0.768345525,50.0,38.0,10.0,2.0,5.549345865,6.605383167652893,1,35,5.6657,0.888888889,148.9,2,13,49,737.4206393,197.7376,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCCCCCCN(CCC(=O)OCCOC(=O)C(C)CSCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCO,0.768345525,50.0,38.0,10.0,2.0,5.760278195,6.642639332106733,1,37,6.4459,0.894736842,148.9,2,13,51,765.4519395,206.9716,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCCO)C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCO)CCN1CCCCC1,0.768345525,50.0,38.0,10.0,2.0,5.330684211,6.56523820911391,2,29,3.0109,0.878787879,152.14,2,14,47,708.3689381,185.4186,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCCO)C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCO)CCN1CCCC1,0.768345525,50.0,38.0,10.0,2.0,5.225218045,6.545283566196227,2,29,2.6208,0.875,152.14,2,14,46,694.3532881,180.8016,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCCO)C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCO)CCN(C)C,0.768345525,50.0,38.0,10.0,2.0,5.029443609,6.507152331390815,2,29,2.0866,0.866666667,152.14,2,14,44,668.337638,173.6816,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCCO)C(=O)OCCOC(=O)CCN(C)CCCN(C)CCCN(C)CCC(=O)OCCOC(=O)C(C)CSCCCCO,0.768345525,50.0,38.0,10.0,2.0,5.669669173,6.626805162646906,3,34,2.7986,0.885714286,155.38,2,15,50,753.4267873,200.4126,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCCO)C(=O)OCCOC(=O)CCN(C)CCN(CCN(C)CCC(=O)OCCOC(=O)C(C)CSCCCCO)CCN(C)CCC(=O)OCCOC(=O)C(C)CSCCCCO,0.768345525,50.0,38.0,10.0,2.0,7.965879699,6.966459941208106,4,48,2.9387,0.875,231.45,3,22,70,1058.556481,276.9624,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCCO)C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCO)Cc1ccc(CN(CCC(=O)OCCOC(=O)C(C)CSCCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCCO)cc1,0.768345525,50.0,38.0,10.0,2.0,9.757308271,7.169135982989504,2,56,5.7638,0.766666667,297.8,4,26,86,1296.575228,334.3712,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCCO)C(=O)OCCOC(=O)CCN(CCOCCOCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCCO,0.768345525,50.0,38.0,10.0,2.0,9.847593985,7.1783395128964065,2,61,4.0968,0.862068966,316.26,4,28,86,1308.596357,331.8932,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCCO)C(=O)OCCOC(=O)CCN(CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCCO)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCCO,0.768345525,50.0,38.0,10.0,2.0,11.90321805,7.367789377190382,3,73,5.7641,0.85915493,373.87,5,33,104,1581.736222,405.273,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCCO)C(=O)OCCOC(=O)CCN(CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCCO)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCCO,0.768345525,50.0,38.0,10.0,2.0,12.33993985,7.403799392518725,5,77,4.1631,0.863013699,397.93,7,35,108,1639.78932,421.7784,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCCO)C(=O)OCCOC(=O)CCNCCN(CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCCO)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCCO,0.768345525,50.0,38.0,10.0,2.0,12.01611278,7.377223139729559,4,74,4.5735,0.85915493,385.9,6,34,105,1596.747121,408.9087,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCCO)C(=O)OCCOC(=O)CCN(CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCO)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCO)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCCO,0.768345525,50.0,38.0,10.0,2.0,14.52325564,7.566617903495107,5,90,5.4938,0.860465116,461.97,7,41,127,1929.908115,494.6925,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCCO)C(=O)OCCOC(=O)CCN(CCCN(CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCCO)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCCO,0.768345525,50.0,38.0,10.0,2.0,14.51582707,7.566106542523682,4,90,7.0745,0.862068966,449.94,6,40,127,1928.912866,495.6738,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCCO,0.768345525,50.0,38.0,10.0,2.0,5.549345865,6.605383167652893,1,35,5.6657,0.888888889,148.9,2,13,49,737.4206393,197.7376,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCCCCCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCCO,0.768345525,50.0,38.0,10.0,2.0,5.971210526,6.678557185864483,1,39,7.2261,0.9,148.9,2,13,53,793.4832396,216.2056,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCCCCCCCCCO)C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCCO)CCN1CCCCC1,0.768345525,50.0,38.0,10.0,2.0,6.807210526,6.809435474798391,2,43,8.4723,0.914893617,152.14,2,14,61,904.588039,250.0566,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCCCCCCCCCO)C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCCO)CCN1CCCC1,0.768345525,50.0,38.0,10.0,2.0,6.701744361,6.793838260641189,2,43,8.0822,0.913043478,152.14,2,14,60,890.572389,245.4396,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCCCCCCCCCO)C(=O)OCCOC(=O)CCN(CCCN(C)C)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCCO,0.768345525,50.0,38.0,10.0,2.0,9.962308271,7.18991236677618,3,68,11.9792,0.911764706,228.21,3,21,89,1323.858583,365.6564,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CC(CSCCCCCCCCCCCO)C(=O)OCCOC(=O)CCN(CCCNCCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCCO)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCCO)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCCCO,0.768345525,50.0,38.0,10.0,2.0,16.02382707,7.664895050436853,4,112,19.3973,0.908256881,385.9,6,34,143,2129.341823,584.3547,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,1.0
